id,cell_group_id,cell_group_name,church_id,name,cell_name,raw_name,member_count
1e6d6f18-d0e4-4731-8426-de2a73f2076d,217d9a73-3d57-4979-854d-dc97662a55e5,"Estrelas de Siao",a1111111-1111-4111-8111-111111111101,"ESTRELAS DE SIÃO D","ESTRELAS DE SIÃO D","ESTRELAS DE SIÃO D",8
332fc230-3928-42a3-8d10-f2a3d422e08e,217d9a73-3d57-4979-854d-dc97662a55e5,"Estrelas de Siao",a1111111-1111-4111-8111-111111111101,"ESTRELAS DE SIÃO E","ESTRELAS DE SIÃO E","ESTRELAS DE SIÃO E",16
aa5ac1a1-d68d-4da8-86a9-384b54929f89,217d9a73-3d57-4979-854d-dc97662a55e5,"Estrelas de Siao",a1111111-1111-4111-8111-111111111101,"ESTRELAS DE SIÃO E1","ESTRELAS DE SIÃO E1","ESTRELAS DE SIÃO E1",6
cdcd6632-1066-48b3-8565-467c56b54e80,217d9a73-3d57-4979-854d-dc97662a55e5,"Estrelas de Siao",a1111111-1111-4111-8111-111111111101,"ESTRELAS  DE SIÃO E2","ESTRELAS  DE SIÃO E2","ESTRELAS  DE SIÃO E2",3
370acec4-04fe-4946-8ec0-ea3d78daae79,217d9a73-3d57-4979-854d-dc97662a55e5,"Estrelas de Siao",a1111111-1111-4111-8111-111111111101,"ESTRELAS DE SIÃO F","ESTRELAS DE SIÃO F","ESTRELAS DE SIÃO F",5
a79317a5-e55c-4d71-8e8b-f8e83785e057,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"MAIN-Quens Of Glory","MAIN-Quens Of Glory","CELL MAIN-Quens Of Glory",17
7fd5e696-957d-499e-82c6-419ffe9f03c6,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"1-Queens of Glory Excellency","1-Queens of Glory Excellency","CELL 1-Queens of Glory Excellency",12
9c76693a-b11e-4498-87fa-9858ad510606,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"2-Queens of Glory Excellency A","2-Queens of Glory Excellency A","CELL 2-Queens of Glory Excellency A",4
d10a210a-0270-4824-848c-043d87478a3c,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"3 -Queens of Glory Prolifics","3 -Queens of Glory Prolifics","CELL 3 -Queens of Glory Prolifics",11
d95e37b2-0775-4f5a-84c1-ee53ce439e36,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"4-Queens of Glory Multiplied","4-Queens of Glory Multiplied","CELL 4-Queens of Glory Multiplied",4
e56fe8ca-ff78-4ca5-84b5-d2e8d8fb605a,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"5 - Queens of Glory Virtuous B","5 - Queens of Glory Virtuous B","CELL 5 - Queens of Glory Virtuous B",5
c897a008-1c13-4684-89d4-260cd85f060b,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"6 - Queens of Glory Righteousness","6 - Queens of Glory Righteousness","CELL 6 - Queens of Glory Righteousness",2
3b83f188-8ad2-4fe5-8eae-ce04219cec3f,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"1 - Queens of Glory Bold Main","1 - Queens of Glory Bold Main","CELL 1 - Queens of Glory Bold Main",21
184acfd9-1558-4da8-85b2-1429687a3d9c,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"2 - Queens of Glory Bold C","2 - Queens of Glory Bold C","CELL 2 - Queens of Glory Bold C",4
ede150a7-7327-4575-8b32-8e3b6a7e99e9,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"3 - Queens of Glory Bold D","3 - Queens of Glory Bold D","CELL 3 - Queens of Glory Bold D",1
810b4710-a746-4890-8a90-c2d4f5cfa381,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"4 - Queens of Glory Bold E","4 - Queens of Glory Bold E","CELL 4 - Queens of Glory Bold E",12
d668d15b-bb76-4061-8327-d1e4bcf35f0a,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"5 - Queens of Glory Bold F","5 - Queens of Glory Bold F","CELL 5 - Queens of Glory Bold F",2
d737442a-19ac-4f77-886e-953194b9c24c,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"5 - Queens of Glory Bold G","5 - Queens of Glory Bold G","CELL 5 - Queens of Glory Bold G",19
da164102-b99a-43f4-89ff-26d047c145ae,bee8d416-64f2-475a-871e-7cc07007c3a6,"QOG",a1111111-1111-4111-8111-111111111101,"5 - Queens of Glory Bold H                                                                      Lider:                            Sabina","5 - Queens of Glory Bold H                                                                      Lider:                            Sabina","CELL 5 - Queens of Glory Bold H                                                                      Lider:                            Sabina",35
f1b1ce1d-69b3-4228-85f4-ef9199fb61f4,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Main Cell","Royal Sisters Main Cell","Royal Sisters Main Cell",40
91aa3517-bda0-4994-80cf-ac18e38fd258,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Victory","Royal Sisters Victory","Royal Sisters Victory",10
86b28d6d-fe6e-4824-8ed4-d6343c7e93d2,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Opportunity","Royal Sisters Opportunity","Royal Sisters Opportunity",9
b0dcff46-7a79-493c-8a72-08ff59be1fcf,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Chosen","Royal Sisters Chosen","Royal Sisters Chosen",37
8ab90e0e-695e-4d2e-8a8f-49928c57fcab,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Perfection","Royal Sisters Perfection","Royal Sisters Perfection",21
20b37620-59cf-4be0-8329-43c62d4f7b32,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Divine","Royal Sisters Divine","Royal Sisters Divine",21
abe6b452-279b-4313-85b7-d6a27440e691,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Brightness","Royal Sisters Brightness","Royal Sisters Brightness",17
689dcf32-b323-4bd0-8064-01eb13f74017,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Soul Seekers","Royal Sisters Soul Seekers","Royal Sisters Soul Seekers",21
e701356b-ffd1-4b6e-8fdd-ffa913a5def5,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Reborn","Royal Sisters Reborn","Royal Sisters Reborn",9
bbe34ebf-5598-4399-813b-16b51dc88568,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Rise & Shine","Royal Sisters Rise & Shine","Royal Sisters Rise & Shine",19
9f4cb54e-14af-45d1-8c14-d98726b8efdd,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Zoe","Royal Sisters Zoe","Royal Sisters Zoe",11
365a0a68-e312-44b4-83da-51a3a74fca55,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Executives Main","Royal Sisters Executives Main","Royal Sisters Executives Main",25
8ae3ef1a-4129-4753-827f-c43dc2c6b90a,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Executives Choices","Royal Sisters Executives Choices","Royal Sisters Executives Choices",4
d1125340-1135-49f4-8d7d-ee6e79afc7f7,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Executives Bold","Royal Sisters Executives Bold","Royal Sisters Executives Bold",21
24da3f00-2787-4c99-83bf-e645e922a014,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Unlock Main","Royal Sister's Unlock Main","Royal Sister's Unlock Main",37
7de84c29-a36c-4f60-8d68-16677e33a1b7,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Unlock Precious","Royal Sister's Unlock Precious","Royal Sister's Unlock Precious",12
bfa6d000-b31d-4d51-8cd0-515b3958600a,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Unlock Influence","Royal Sister's Unlock Influence","Royal Sister's Unlock Influence",16
db37c16f-f4c2-412b-8c59-c8acc2a62c82,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Unlock Purpose","Royal Sister's Unlock Purpose","Royal Sister's Unlock Purpose",5
221ad861-1a23-43b4-86e2-7dd0cf191e92,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Unlock Love","Royal Sister's Unlock Love","Royal Sister's Unlock Love",5
84e66e35-7228-43a0-8555-94cf3c3d2b67,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Dominion Main","Royal Sister's Dominion Main","Royal Sister's Dominion Main",23
101ba0f1-fa12-4f11-8ce3-60ff2ee8284f,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Dominion Charis","Royal Sister's Dominion Charis","Royal Sister's Dominion Charis",5
ade63506-732c-4e04-8d01-533bed6f6f6d,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sister's Dominion","Royal Sister's Dominion","Royal Sister's Dominion",10
7735ca38-242e-4065-8d4c-a0f0e61c4769,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Business Main","Royal Sisters Business Main","Royal Sisters Business Main",10
14148f3c-1b6d-4a40-8ec8-097885dbced0,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Business A1","Royal Sisters Business A1","Royal Sisters Business A1",18
176881d4-fe0d-468d-885a-94a8aeb97473,121ae827-dc37-480c-8737-4733de33b7b9,"Royal Sister",a1111111-1111-4111-8111-111111111101,"Royal Sisters Business A","Royal Sisters Business A","Royal Sisters Business A",5
83336c21-1928-4d0c-8284-fcb88b770048,f9f013c8-346f-4567-8911-762379b97d40,"Visionarios",a1111111-1111-4111-8111-111111111101,"Visionarios Main","Visionarios Main","Visionarios Main",14
1bb4b231-1aa6-4886-8210-f00631c1853c,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION MAIN","WEALTH NATION MAIN","WEALTH NATION MAIN",34
cec82b24-048e-49e9-8cb0-19050977c3f2,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION TRANSFORMATION","WEALTH NATION TRANSFORMATION","WEALTH NATION TRANSFORMATION",14
482acb6d-a6b0-4e00-8563-0d11e9600969,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION TRANSFORMATION GRACED","WEALTH NATION TRANSFORMATION GRACED","WEALTH NATION TRANSFORMATION GRACED",4
9f4c78e0-ce09-44f1-8948-bced22443274,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION HELPERS","WEALTH NATION HELPERS","WEALTH NATION HELPERS",5
22f56676-972f-4199-8876-f45d56f7bfa5,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION ROYALTY","WEALTH NATION ROYALTY","WEALTH NATION ROYALTY",7
73ea07f0-5396-4508-8c55-20e42b680cfd,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION ROYALTY CHOSEN","WEALTH NATION ROYALTY CHOSEN","WEALTH NATION ROYALTY CHOSEN",3
2ca33011-3a3b-4bc2-8cba-5d7107a29267,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION AGAPE","WEALTH NATION AGAPE","WEALTH NATION AGAPE",5
2e875516-95c8-437e-8fd7-bf9dbe656dd8,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION SALVATION","WEALTH NATION SALVATION","WEALTH NATION SALVATION",3
3fe8b30e-42f2-464d-805d-1f9255ff1c08,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION HOLY","WEALTH NATION HOLY","WEALTH NATION HOLY",9
b8f9e6ec-0b26-49cb-83d3-b880d5df6b54,0689db79-05e3-439d-8664-666387c591dd,"Wealth Nation",a1111111-1111-4111-8111-111111111101,"WEALTH NATION HOLY VIRTUE","WEALTH NATION HOLY VIRTUE","WEALTH NATION HOLY VIRTUE",2
22233c97-7ae2-449b-8c09-253ef0f7a05d,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"PAIS DE FE","PAIS DE FE","NOME CELULA: PAIS DE FE",18
7f0a74fd-d0d2-4f5c-8d92-860a541273ce,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"PAIS DE FE A","PAIS DE FE A","NOME CELULA: PAIS DE FE A",4
0e0183e2-857d-4d75-8373-fac4dfbf4334,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"NOME CELULA PAIS DE FE B","NOME CELULA PAIS DE FE B","NOME CELULA PAIS DE FE B",5
b9b83a47-127f-49b3-88e6-f6b026c8d2ba,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"MAES DE FE","MAES DE FE","MAES DE FE",28
00556da6-1b3d-4d17-8c8b-83dd2b09d83d,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"NOME CELULA PAIS DE FE NKOBE","NOME CELULA PAIS DE FE NKOBE","NOME CELULA PAIS DE FE NKOBE",5
fb17d394-51de-4a8c-86c6-999a00819ca8,0d7246a1-0afe-45a6-8489-e564668d0cd6,"Pais da Fé",a1111111-1111-4111-8111-111111111101,"NOME CELULA PAIS DE FE NDLAVELA","NOME CELULA PAIS DE FE NDLAVELA","NOME CELULA PAIS DE FE NDLAVELA",8
84dd56f9-b979-4b2e-84ae-854f49534ba9,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO DIVINAS MAIN - ANTONIA PINTO","PEROLAS DO REINO DIVINAS MAIN - ANTONIA PINTO","Celula: PEROLAS DO REINO DIVINAS MAIN - ANTONIA PINTO",7
45c7997d-e71c-44a8-8020-2834588560d9,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO PAZ DE CRISTO - VERONICA MACUACUA","PEROLAS DO REINO PAZ DE CRISTO - VERONICA MACUACUA","Celula: PEROLAS DO REINO PAZ DE CRISTO - VERONICA MACUACUA",12
373ad4e2-f339-479c-82bb-54f9aa7c50d0,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO MAIN - EUNICE NHAVENE","PEROLAS DO REINO MAIN - EUNICE NHAVENE","Celula: PEROLAS DO REINO MAIN - EUNICE NHAVENE",8
c07cac69-4293-4505-8bf9-984c86e014a9,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO FAITH AND HOPE - MARILIA FERRÃO","PEROLAS DO REINO FAITH AND HOPE - MARILIA FERRÃO","Celula: PEROLAS DO REINO FAITH AND HOPE - MARILIA FERRÃO",22
b70ca193-f71f-48cc-82a1-23a24bee727b,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO PERFEITAS - MERCI UBISSE","PEROLAS DO REINO PERFEITAS - MERCI UBISSE","Celula: PEROLAS DO REINO PERFEITAS - MERCI UBISSE",12
1a122538-0753-4194-861d-508887be41c5,893e2625-2736-41be-802f-87ae6594cb68,"Perolas do Reino",a1111111-1111-4111-8111-111111111101,"PEROLAS DO REINO DIVINAS - ABENCOADAS - PASCOA MALIPA","PEROLAS DO REINO DIVINAS - ABENCOADAS - PASCOA MALIPA","Celula: PEROLAS DO REINO DIVINAS - ABENCOADAS - PASCOA MALIPA",5
bc355e31-af87-4184-823e-c80ef222c405,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD SHINE","VANGUARD SHINE","VANGUARD SHINE",10
9e28dd3a-b65d-4e6c-8511-a7860b68a1ca,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD SHINE 1","VANGUARD SHINE 1","VANGUARD SHINE 1",11
40a065bf-8918-45be-8c47-c45ff13a68e5,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONÁRIOS","VANGUARD VISIONÁRIOS","VANGUARD VISIONÁRIOS",15
f0cbdbec-6756-40ad-8df1-29c7f71208a0,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONARIOS A","VANGUARD VISIONARIOS A","VANGUARD VISIONARIOS A",21
b64d6b8a-92f2-450a-8aab-94c207a8eece,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONARIOS A1","VANGUARD VISIONARIOS A1","VANGUARD VISIONARIOS A1",9
e154ad38-86ab-4d04-8321-e19009d2f9f1,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONARIOS B","VANGUARD VISIONARIOS B","VANGUARD VISIONARIOS B",9
d0c9ad74-7e1b-4bc1-88f4-d205345982d5,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONARIOS B1","VANGUARD VISIONARIOS B1","VANGUARD VISIONARIOS B1",1
c50e4f28-9061-4e41-8235-0c00d48a81af,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONÁRIOS C","VANGUARD VISIONÁRIOS C","VANGUARD VISIONÁRIOS C",6
e5ea9bb5-b32e-4444-898a-f053af67ba7b,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONÁRIOS D","VANGUARD VISIONÁRIOS D","VANGUARD VISIONÁRIOS D",38
24809783-eb4f-498a-8bf5-b90ef15a1f47,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD VISIONÁRIOS D1","VANGUARD VISIONÁRIOS D1","VANGUARD VISIONÁRIOS D1",8
ea5ccf1f-9cfc-47dd-822e-bd4d2f3b58ce,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD GOLD","VANGUARD GOLD","VANGUARD GOLD",13
6f05174c-cc2d-44d0-8a97-c098cf367c5e,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD STAR","VANGUARD STAR","VANGUARD STAR",4
268a4ccb-5675-4a65-8a86-45ed8f0d6e73,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"Dorca","Dorca","Dorca",5
660f5255-3c8e-4b78-8bea-fc99b747a3d9,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD SHEEP 1","VANGUARD SHEEP 1","VANGUARD SHEEP 1",4
98a5e102-76a4-4863-8501-18eafbcb92eb,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"VANGUARD MAIN","VANGUARD MAIN","VANGUARD MAIN",16
91a511cc-375f-41f9-8262-80aa42453835,24157e6a-959c-4e2f-8bca-d7b0bfe656c6,"Vanguard",a1111111-1111-4111-8111-111111111101,"Orlando","Orlando","Orlando",2
4453b7a1-10b2-4e4c-83c1-0ea3b521b01b,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"MIGHT WOMEN OF VALOR MAIN","MIGHT WOMEN OF VALOR MAIN","MIGHT WOMEN OF VALOR MAIN",32
d5f16487-97fa-4009-85b6-8ad2fa96ab4b,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"PRECIOUS","PRECIOUS","PRECIOUS",29
14df8987-8b42-4d3d-8351-9b66eac6ddad,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"Teens of Wonders","Teens of Wonders","Teens of Wonders",18
e5f030fb-6bc1-47dc-88e4-4bbe2b167b4f,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"Graced By Wisdon","Graced By Wisdon","Graced By Wisdon",26
caa50c40-d4fa-45a9-8a15-7c55a533dd21,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"Kairós","Kairós","Kairós",14
f2cc2813-fb81-4fa5-8164-65f1889c399c,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"CROWNED WITH PURPOSE","CROWNED WITH PURPOSE","CROWNED WITH PURPOSE",9
0b3fbedb-3806-4ef7-813d-08c2008a44cf,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"SHINING LIGHT","SHINING LIGHT","SHINING LIGHT",10
ee2a1961-b9c6-44be-8bb2-2db135bc5ca8,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"TOW Pearls","TOW Pearls","TOW Pearls",7
e426b6be-0fb9-473b-8f76-acf1e431acf0,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"Phronesis","Phronesis","Phronesis",7
d00c4eaa-861d-4881-8cd1-25a3a6df40e9,feaf54e9-043b-414a-80bf-b1e8fcf704de,"MWV",a1111111-1111-4111-8111-111111111101,"Agape","Agape","Agape",2
1e3ffef2-fbbe-4f1c-86ab-1f501d836468,875df2c2-ad72-45cb-823d-c196aa54c4fb,"Zion Nation",a1111111-1111-4111-8111-111111111101,"MBZ MAIN","MBZ MAIN","MBZ MAIN",21
f80dbd68-54f4-45c4-8502-be9434c91093,875df2c2-ad72-45cb-823d-c196aa54c4fb,"Zion Nation",a1111111-1111-4111-8111-111111111101,"MBZ  A","MBZ  A","MBZ  A",4
fcb63835-ef80-4a52-87f8-2534b0fb5162,875df2c2-ad72-45cb-823d-c196aa54c4fb,"Zion Nation",a1111111-1111-4111-8111-111111111101,"MBZ B","MBZ B","MBZ B",8
4b796d28-f620-4ab6-8dbf-0049525b1849,875df2c2-ad72-45cb-823d-c196aa54c4fb,"Zion Nation",a1111111-1111-4111-8111-111111111101,"MBZ C","MBZ C","MBZ C",19
bc940a79-b41d-4a9d-8bad-9d4169b4124f,875df2c2-ad72-45cb-823d-c196aa54c4fb,"Zion Nation",a1111111-1111-4111-8111-111111111101,"MBZ F","MBZ F","MBZ F",5
